section,temp,target_delay_ps,matched_voltage_v
ff,0,72.6417,1.0178
ff,50,72.6417,1.03251
ff,125,72.6417,1.04407
ss,0,72.6417,1.32
ss,50,72.6417,1.3512
ss,125,72.6417,1.38807
tt,0,72.6417,1.15672
tt,50,72.6417,1.1781
tt,125,72.6417,1.19982
