section,temp,target_delay_ps,matched_voltage_v
ff,0,302.863,0.947958
ff,50,302.863,0.945067
ff,125,302.863,0.92647
ss,0,302.863,1.215
ss,50,302.863,1.22467
ss,125,302.863,1.22297
tt,0,302.863,1.06995
tt,50,302.863,1.07212
tt,125,302.863,1.06053
