section,temp,target_delay_ps,matched_voltage_v
ff,0,257.403,0.899091
ff,50,257.403,0.90649
ff,125,257.403,0.908586
ss,0,257.403,1.16
ss,50,257.403,1.17423
ss,125,257.403,1.18566
tt,0,257.403,1.02969
tt,50,257.403,1.04024
tt,125,257.403,1.04641
