section,temp,target_delay_ps,matched_voltage_v
ff,0,193.515,1.02363
ff,50,193.515,1.0394
ff,125,193.515,1.05218
ss,0,193.515,1.32
ss,50,193.515,1.35224
ss,125,193.515,1.38993
tt,0,193.515,1.15959
tt,50,193.515,1.18192
tt,125,193.515,1.20453
