section,temp,target_delay_ps,matched_voltage_v
ff,0,252.119,1.01915
ff,50,252.119,1.02131
ff,125,252.119,1.01123
ss,0,252.119,1.32
ss,50,252.119,1.33773
ss,125,252.119,1.35166
tt,0,252.119,1.15277
tt,50,252.119,1.16056
tt,125,252.119,1.15928
