section,temp,target_delay_ps,matched_voltage_v
ff,0,196.766,1.02674
ff,50,196.766,1.04214
ff,125,196.766,1.0535
ss,0,196.766,1.32
ss,50,196.766,1.35324
ss,125,196.766,1.38924
tt,0,196.766,1.1612
tt,50,196.766,1.1837
tt,125,196.766,1.20498
