section,temp,target_delay_ps,matched_voltage_v
ff,0,93.227,1.01254
ff,50,93.227,1.01428
ff,125,93.227,1.00406
ss,0,93.227,1.32
ss,50,93.227,1.33684
ss,125,93.227,1.35109
tt,0,93.227,1.14962
tt,50,93.227,1.15693
tt,125,93.227,1.15574
